Year_Birth,Education,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Response,Complain,Country,Age,Is_Parent,Total_Kids,Marital_Status_Simplified,Total_Spent,MntWines_Share,MntFruits_Share,MntMeatProducts_Share,MntFishProducts_Share,MntSweetProducts_Share,MntGoldProds_Share,Total_Purchases,Avg_Spend_per_Purchase,Deal_Rate,Web_Purchase_Share,Web_Visit_to_Purchase_Ratio,Is_Online_Buyer,Customer_Since_Days,Is_Active,Lifetime_Spend_per_Day,Total_Accepted_Campaigns,Campaign_Response_Rate,Is_Responder,Cluster,Segment
1976,PhD,60000,0,1,2012-12-22,57,1048,0,217,0,0,12,5,11,3,5,6,0,0,0,0,0,0,0,SP,49,1,1,Single,1277,0.8206734534064213,0.0,0.1699295223179326,0.0,0.0,0.009397024275646,24,53.208333333333336,0.2083333333333333,0.4583333333333333,0.5,1,4027,0,0.3171095108020859,0,0.0,0,1,Newcomers
1969,Master,65176,0,1,2012-10-29,57,960,28,183,220,70,70,4,9,6,6,6,0,0,0,0,0,0,0,SA,56,1,1,Partnered,1531,0.6270411495754409,0.0182887001959503,0.1195297191378184,0.1436969301110385,0.0457217504898758,0.0457217504898758,25,61.24,0.16,0.36,0.6,1,4081,0,0.3751531487380544,0,0.0,0,1,Newcomers
1952,PhD,61010,0,1,2012-10-09,57,888,0,57,0,0,76,2,8,5,11,5,0,0,0,0,0,0,0,CA,73,1,1,Partnered,1021,0.8697355533790402,0.0,0.0558276199804113,0.0,0.0,0.0744368266405484,26,39.26923076923077,0.0769230769230769,0.3076923076923077,0.5555555555555556,0,4101,0,0.2489636673981955,0,0.0,0,1,Newcomers
1981,Graduation,31089,1,0,2012-08-17,57,31,3,31,2,8,4,3,3,0,4,8,0,0,0,0,0,0,0,SP,44,1,1,Partnered,79,0.3924050632911392,0.0379746835443038,0.3924050632911392,0.0253164556962025,0.1012658227848101,0.050632911392405,10,7.9,0.3,0.3,2.0,0,4154,0,0.0190178141550312,0,0.0,0,3,Budget-Conscious Parents
1988,Graduation,20518,1,0,2014-05-18,58,4,1,6,4,1,9,1,1,1,2,5,0,0,0,0,0,0,0,SP,37,1,1,Single,25,0.16,0.04,0.24,0.16,0.04,0.36,5,5.0,0.2,0.2,2.5,0,3515,0,0.0071123755334281,0,0.0,0,3,Budget-Conscious Parents
1948,PhD,34469,1,1,2014-05-04,58,19,6,20,0,5,12,3,1,1,4,4,0,0,0,0,0,0,0,SA,77,1,2,Partnered,62,0.3064516129032258,0.0967741935483871,0.3225806451612903,0.0,0.0806451612903225,0.1935483870967742,9,6.888888888888889,0.3333333333333333,0.1111111111111111,2.0,0,3529,0,0.0175687163502408,0,0.0,0,0,At-Risk Customers
1952,Graduation,28332,0,0,2014-04-30,58,14,10,13,4,15,9,1,2,1,4,2,0,0,0,0,0,0,0,GER,73,0,0,Partnered,65,0.2153846153846154,0.1538461538461538,0.2,0.0615384615384615,0.2307692307692307,0.1384615384615384,8,8.125,0.125,0.25,0.6666666666666666,0,3533,0,0.0183979620718935,0,0.0,0,3,Budget-Conscious Parents
1965,Graduation,33456,1,1,2014-04-21,58,7,3,10,8,1,7,2,1,0,3,7,0,0,0,0,0,0,0,IND,60,1,2,Partnered,36,0.1944444444444444,0.0833333333333333,0.2777777777777778,0.2222222222222222,0.0277777777777777,0.1944444444444444,6,6.0,0.3333333333333333,0.1666666666666666,3.5,0,3542,0,0.010163749294184,0,0.0,0,0,At-Risk Customers
1968,PhD,38443,1,1,2014-01-27,58,32,0,5,0,0,1,2,1,0,3,7,0,0,0,0,0,0,0,SP,57,1,2,Partnered,38,0.8421052631578947,0.0,0.131578947368421,0.0,0.0,0.0263157894736842,6,6.333333333333333,0.3333333333333333,0.1666666666666666,3.5,0,3626,0,0.0104798676227247,0,0.0,0,0,At-Risk Customers
1973,Graduation,65333,0,1,2014-01-17,58,654,7,92,0,15,30,7,9,4,8,6,0,1,1,0,0,0,0,CA,52,1,1,Single,798,0.8195488721804511,0.0087719298245614,0.1152882205513784,0.0,0.018796992481203,0.037593984962406,28,28.5,0.25,0.3214285714285714,0.6,1,3636,0,0.2194719471947194,2,0.4,1,1,Newcomers
1952,Graduation,82623,0,0,2013-11-10,58,204,34,204,172,153,173,1,2,9,4,1,0,0,0,0,0,0,0,SP,73,0,0,Single,940,0.2170212765957447,0.0361702127659574,0.2170212765957447,0.1829787234042553,0.1627659574468085,0.1840425531914893,16,58.75,0.0625,0.125,0.3333333333333333,0,3704,0,0.25377969762419,0,0.0,0,2,Champions
1971,Graduation,73691,0,1,2013-11-06,58,707,21,250,85,43,73,2,6,2,8,2,1,0,0,0,0,0,0,SP,54,1,1,Partnered,1179,0.5996607294317218,0.0178117048346055,0.2120441051738761,0.0720949957591179,0.0364715860899067,0.0619168787107718,18,65.5,0.1111111111111111,0.3333333333333333,0.2857142857142857,0,3708,0,0.3179611650485437,1,0.2,1,2,Champions
1947,Graduation,74485,0,0,2013-08-24,58,499,149,815,173,49,49,1,6,7,12,3,0,0,0,0,0,0,0,SP,78,0,0,Partnered,1734,0.2877739331026528,0.0859284890426758,0.4700115340253749,0.0997693194925028,0.0282583621683967,0.0282583621683967,26,66.6923076923077,0.0384615384615384,0.2307692307692307,0.4285714285714285,0,3782,0,0.4584875727128503,0,0.0,0,2,Champions
1955,Graduation,65748,0,1,2013-04-15,58,172,73,93,95,78,34,2,2,4,10,1,0,0,0,0,0,0,1,SP,70,1,1,Partnered,545,0.3155963302752294,0.1339449541284403,0.1706422018348624,0.1743119266055046,0.1431192660550458,0.0623853211009174,18,30.27777777777778,0.1111111111111111,0.1111111111111111,0.3333333333333333,0,3913,0,0.1392793253258369,0,0.0,0,1,Newcomers
1982,Basic,24367,1,0,2013-03-20,58,2,4,2,0,11,5,1,1,0,2,9,0,0,0,0,0,0,0,SP,43,1,1,Single,24,0.0833333333333333,0.1666666666666666,0.0833333333333333,0.0,0.4583333333333333,0.2083333333333333,4,6.0,0.25,0.25,4.5,0,3939,0,0.006092916984006,0,0.0,0,3,Budget-Conscious Parents
1971,Graduation,91700,0,0,2013-01-17,58,576,172,961,125,115,19,1,8,6,5,3,0,0,0,0,0,1,0,SP,54,0,0,Single,1968,0.2926829268292683,0.0873983739837398,0.4883130081300813,0.0635162601626016,0.0584349593495934,0.0096544715447154,20,98.4,0.05,0.4,0.3333333333333333,1,4001,0,0.4918770307423144,0,0.0,1,2,Champions
1993,Graduation,79244,0,0,2012-12-19,58,471,102,125,212,61,245,1,4,10,7,1,0,0,1,1,0,1,0,AUS,32,0,0,Other,1216,0.3873355263157895,0.0838815789473684,0.1027960526315789,0.1743421052631578,0.0501644736842105,0.2014802631578947,22,55.27272727272727,0.0454545454545454,0.1818181818181818,0.2,0,4030,0,0.3017369727047146,2,0.4,1,2,Champions
1957,PhD,82017,0,0,2012-11-07,58,184,23,446,30,23,23,1,5,4,7,2,0,1,1,1,0,1,0,CA,68,0,0,Partnered,729,0.252400548696845,0.0315500685871056,0.6117969821673526,0.0411522633744856,0.0315500685871056,0.0315500685871056,17,42.88235294117647,0.0588235294117647,0.2941176470588235,0.3333333333333333,0,4072,0,0.1790275049115913,3,0.6,1,2,Champions
1957,Graduation,58138,0,0,2012-09-04,58,635,88,546,172,88,88,3,8,10,4,7,0,0,0,0,0,1,0,US,68,0,0,Single,1617,0.3927025355596784,0.0544217687074829,0.3376623376623376,0.1063698206555349,0.0544217687074829,0.0544217687074829,25,64.68,0.12,0.32,0.7777777777777778,1,4136,0,0.3909574468085106,0,0.0,1,2,Champions
1953,Master,59354,0,2,2014-04-24,59,295,21,78,39,13,13,1,4,4,7,3,0,0,0,0,0,0,0,CA,72,1,2,Partnered,459,0.6427015250544662,0.0457516339869281,0.1699346405228758,0.0849673202614379,0.0283224400871459,0.0283224400871459,16,28.6875,0.0625,0.25,0.6,0,3539,0,0.1296976547047188,0,0.0,0,1,Newcomers
1955,PhD,58482,0,1,2014-03-12,59,576,7,115,19,7,7,2,7,4,9,6,0,1,0,0,0,0,0,CA,70,1,1,Partnered,731,0.7879616963064295,0.0095759233926128,0.1573187414500684,0.0259917920656634,0.0095759233926128,0.0095759233926128,22,33.22727272727273,0.0909090909090909,0.3181818181818182,0.75,0,3582,0,0.2040759352317141,1,0.2,1,1,Newcomers
1976,Graduation,29478,1,0,2014-01-17,59,8,0,7,3,1,1,1,1,0,3,6,0,0,0,0,0,0,0,SP,49,1,1,Partnered,20,0.4,0.0,0.35,0.15,0.05,0.05,5,4.0,0.2,0.2,3.0,0,3636,0,0.0055005500550055,0,0.0,0,3,Budget-Conscious Parents
1972,Graduation,64474,0,1,2013-10-22,59,381,35,172,56,86,93,2,8,2,10,5,0,0,0,0,0,0,0,SP,53,1,1,Partnered,823,0.4629404617253949,0.0425273390036452,0.2089914945321992,0.0680437424058323,0.1044957472660996,0.1130012150668286,22,37.40909090909091,0.0909090909090909,0.3636363636363636,0.5555555555555556,0,3723,0,0.2210582863282299,0,0.0,0,1,Newcomers
1975,Master,31160,1,0,2013-09-16,59,16,3,25,6,1,13,2,2,0,3,8,0,0,0,0,0,0,0,SA,50,1,1,Single,64,0.25,0.046875,0.390625,0.09375,0.015625,0.203125,7,9.142857142857142,0.2857142857142857,0.2857142857142857,2.6666666666666665,0,3759,0,0.0170258047353019,0,0.0,0,3,Budget-Conscious Parents
1972,Graduation,40321,1,1,2013-07-29,59,44,4,21,6,0,27,2,3,0,3,7,0,0,0,0,0,0,0,SP,53,1,2,Partnered,102,0.4313725490196078,0.0392156862745098,0.2058823529411764,0.0588235294117647,0.0,0.2647058823529412,8,12.75,0.25,0.375,1.75,0,3808,0,0.0267857142857142,0,0.0,0,0,At-Risk Customers
1971,Graduation,55239,0,1,2013-07-14,59,371,17,238,23,24,106,3,7,5,11,5,0,0,0,0,0,0,0,SA,54,1,1,Single,779,0.4762516046213094,0.0218228498074454,0.3055198973042362,0.0295250320924261,0.0308087291399229,0.1360718870346598,26,29.96153846153846,0.1153846153846153,0.2692307692307692,0.625,0,3823,0,0.2037666753858226,0,0.0,0,1,Newcomers
1943,PhD,57513,0,0,2013-07-06,59,735,40,183,52,20,30,2,9,3,13,6,0,0,0,0,0,0,0,SP,82,0,0,Single,1060,0.6933962264150944,0.0377358490566037,0.1726415094339622,0.0490566037735849,0.0188679245283018,0.0283018867924528,27,39.25925925925926,0.074074074074074,0.3333333333333333,0.6,0,3831,0,0.2766901592273558,0,0.0,0,2,Champions
1979,Graduation,85693,0,1,2013-04-20,59,386,172,183,185,132,111,2,9,5,11,5,0,0,0,0,0,0,0,CA,46,1,1,Partnered,1169,0.330196749358426,0.1471343028229255,0.1565440547476475,0.1582549187339606,0.1129170230966638,0.0949529512403764,27,43.2962962962963,0.074074074074074,0.3333333333333333,0.5,0,3908,0,0.2991299897645855,0,0.0,0,2,Champions
1977,Graduation,71855,0,1,2013-01-16,59,548,31,422,0,112,28,4,5,5,11,3,0,0,0,0,0,0,0,SA,48,1,1,Partnered,1141,0.4802804557405784,0.0271691498685363,0.3698510078878177,0.0,0.0981595092024539,0.0245398773006134,25,45.64,0.16,0.2,0.5,0,4002,0,0.2851074462768616,0,0.0,0,1,Newcomers
1976,Basic,7500,0,0,2012-11-13,59,6,16,11,11,1,16,1,2,0,3,8,0,0,0,0,0,0,0,US,49,0,0,Partnered,61,0.0983606557377049,0.2622950819672131,0.180327868852459,0.180327868852459,0.0163934426229508,0.2622950819672131,6,10.166666666666666,0.1666666666666666,0.3333333333333333,2.6666666666666665,0,4066,0,0.0150024594195769,0,0.0,0,3,Budget-Conscious Parents
1971,PhD,71969,0,1,2012-10-16,59,1000,0,76,0,0,10,3,3,4,9,8,0,1,0,0,0,0,0,IND,54,1,1,Partnered,1086,0.9208103130755064,0.0,0.0699815837937384,0.0,0.0,0.009208103130755,19,57.1578947368421,0.1578947368421052,0.1578947368421052,2.0,0,4094,0,0.265266243282853,1,0.2,1,1,Newcomers
1977,PhD,28973,0,0,2012-10-13,59,206,0,46,3,2,12,2,5,1,5,8,0,0,0,0,0,0,0,SP,48,0,0,Partnered,269,0.7657992565055762,0.0,0.1710037174721189,0.0111524163568773,0.0074349442379182,0.0446096654275092,13,20.692307692307693,0.1538461538461538,0.3846153846153846,1.3333333333333333,0,4097,0,0.0656577983890651,0,0.0,0,3,Budget-Conscious Parents
1951,Graduation,80872,0,0,2014-05-12,60,483,72,567,94,12,108,1,4,4,10,1,0,0,0,0,0,0,0,SP,74,0,0,Single,1336,0.3615269461077844,0.0538922155688622,0.4244011976047904,0.0703592814371257,0.0089820359281437,0.0808383233532934,19,70.3157894736842,0.0526315789473684,0.2105263157894736,0.2,0,3521,0,0.3794376597557512,0,0.0,0,2,Champions
1956,PhD,84117,0,0,2014-05-11,60,611,76,749,59,45,26,1,7,10,6,2,0,0,1,0,0,0,0,CA,69,0,0,Partnered,1566,0.3901660280970626,0.0485312899106002,0.4782886334610473,0.0376756066411238,0.028735632183908,0.0166028097062579,24,65.25,0.0416666666666666,0.2916666666666667,0.25,1,3522,0,0.444633730834753,1,0.2,1,2,Champions
1958,2n Cycle,38741,1,1,2014-03-30,60,7,10,17,8,6,13,2,2,0,3,7,0,0,0,0,0,0,0,GER,67,1,2,Single,61,0.1147540983606557,0.1639344262295081,0.2786885245901639,0.1311475409836065,0.0983606557377049,0.2131147540983606,7,8.714285714285714,0.2857142857142857,0.2857142857142857,2.333333333333333,0,3564,0,0.0171156004489337,0,0.0,0,0,At-Risk Customers
1973,Master,38961,1,0,2013-12-30,60,19,7,19,0,1,24,1,2,1,2,7,0,0,0,0,0,0,0,SP,52,1,1,Partnered,70,0.2714285714285714,0.1,0.2714285714285714,0.0,0.0142857142857142,0.3428571428571428,6,11.666666666666666,0.1666666666666666,0.3333333333333333,2.333333333333333,0,3654,0,0.0191570881226053,0,0.0,0,3,Budget-Conscious Parents
1968,Graduation,75922,0,0,2013-12-09,60,265,138,553,224,23,92,1,4,4,9,1,0,0,0,0,0,0,0,SA,57,0,0,Single,1295,0.2046332046332046,0.1065637065637065,0.427027027027027,0.1729729729729729,0.0177606177606177,0.071042471042471,18,71.94444444444444,0.0555555555555555,0.2222222222222222,0.2,0,3675,0,0.3523809523809524,0,0.0,0,2,Champions
1965,Master,56962,2,1,2013-10-11,60,292,3,77,10,3,26,7,6,3,5,7,0,0,0,0,0,0,0,AUS,60,1,3,Partnered,411,0.7104622871046229,0.0072992700729927,0.1873479318734793,0.024330900243309,0.0072992700729927,0.0632603406326034,21,19.571428571428573,0.3333333333333333,0.2857142857142857,1.0,1,3734,0,0.1100696304231387,0,0.0,0,0,At-Risk Customers
1965,Master,56962,2,1,2013-10-11,60,292,3,77,10,3,26,7,6,3,5,7,0,0,0,0,0,0,0,SA,60,1,3,Partnered,411,0.7104622871046229,0.0072992700729927,0.1873479318734793,0.024330900243309,0.0072992700729927,0.0632603406326034,21,19.571428571428573,0.3333333333333333,0.2857142857142857,1.0,1,3734,0,0.1100696304231387,0,0.0,0,0,At-Risk Customers
1949,Graduation,70165,0,0,2013-09-22,60,161,0,253,199,191,122,1,3,7,11,1,0,0,0,0,0,0,0,SP,76,0,0,Single,926,0.1738660907127429,0.0,0.2732181425485961,0.2149028077753779,0.2062634989200863,0.1317494600431965,22,42.09090909090909,0.0454545454545454,0.1363636363636363,0.25,0,3753,0,0.2467359445776712,0,0.0,0,2,Champions
1973,Graduation,65308,0,0,2013-09-11,60,713,0,264,120,80,34,1,7,8,12,4,0,0,1,1,0,0,0,US,52,0,0,Partnered,1211,0.5887696118909992,0.0,0.2180016515276631,0.0990916597853014,0.0660611065235342,0.028075970272502,28,43.25,0.0357142857142857,0.25,0.5,0,3764,0,0.3217321997874601,2,0.4,1,2,Champions
1951,Master,29298,1,1,2013-09-07,60,6,0,2,2,0,1,1,1,0,2,5,0,0,0,0,0,0,0,SP,74,1,2,Partnered,11,0.5454545454545454,0.0,0.1818181818181818,0.1818181818181818,0.0,0.0909090909090909,4,2.75,0.25,0.25,2.5,0,3768,0,0.0029193205944798,0,0.0,0,0,At-Risk Customers
1967,PhD,63246,0,2,2013-08-20,60,593,30,91,29,22,7,1,6,3,12,4,0,0,0,0,0,0,0,SP,58,1,2,Partnered,772,0.7681347150259067,0.038860103626943,0.1178756476683937,0.0375647668393782,0.0284974093264248,0.0090673575129533,22,35.09090909090909,0.0454545454545454,0.2727272727272727,0.5714285714285714,0,3786,0,0.2039091389329107,0,0.0,0,1,Newcomers
1952,Graduation,33402,1,1,2013-07-18,60,26,2,19,10,5,8,3,2,1,3,8,0,0,0,0,0,0,0,GER,73,1,2,Partnered,70,0.3714285714285714,0.0285714285714285,0.2714285714285714,0.1428571428571428,0.0714285714285714,0.1142857142857142,9,7.777777777777778,0.3333333333333333,0.2222222222222222,2.6666666666666665,0,3819,0,0.0183294056035611,0,0.0,0,0,At-Risk Customers
1990,Graduation,96843,0,0,2013-04-23,60,448,71,951,40,17,17,1,6,11,10,2,0,0,1,0,0,1,0,SP,35,0,0,Single,1544,0.2901554404145077,0.0459844559585492,0.6159326424870466,0.0259067357512953,0.0110103626943005,0.0110103626943005,28,55.142857142857146,0.0357142857142857,0.2142857142857142,0.2857142857142857,0,3905,0,0.3953905249679897,1,0.2,1,2,Champions
1986,PhD,82333,0,0,2013-03-30,60,1311,0,359,46,89,17,1,4,3,10,2,0,0,1,0,0,1,0,GER,39,0,0,Partnered,1822,0.7195389681668496,0.0,0.1970362239297475,0.0252469813391877,0.048847420417124,0.0093304061470911,18,101.22222222222224,0.0555555555555555,0.2222222222222222,0.4,0,3929,0,0.4637312293204377,1,0.2,1,2,Champions
1949,Graduation,72643,0,0,2013-02-27,60,526,80,553,123,94,53,1,3,10,7,2,0,0,0,1,0,1,0,SP,76,0,0,Single,1429,0.3680895731280615,0.0559832050384884,0.3869839048285514,0.086074177746676,0.0657802659202239,0.0370888733379986,21,68.04761904761905,0.0476190476190476,0.1428571428571428,0.5,0,3960,0,0.3608585858585859,1,0.2,1,2,Champions
1982,PhD,32313,1,0,2013-02-11,60,86,4,56,2,4,7,3,4,0,4,9,0,0,0,0,0,0,0,SP,43,1,1,Partnered,159,0.5408805031446541,0.0251572327044025,0.3522012578616352,0.0125786163522012,0.0251572327044025,0.0440251572327044,11,14.454545454545457,0.2727272727272727,0.3636363636363636,1.8,0,3976,0,0.0399899396378269,0,0.0,0,3,Budget-Conscious Parents
1956,Master,55284,0,1,2012-12-24,60,547,7,140,0,7,63,3,7,5,8,5,0,0,0,0,0,0,0,IND,69,1,1,Single,764,0.7159685863874345,0.0091623036649214,0.1832460732984293,0.0,0.0091623036649214,0.0824607329842932,23,33.21739130434783,0.1304347826086956,0.3043478260869565,0.625,0,4025,0,0.1898136645962733,0,0.0,0,1,Newcomers
1979,Graduation,15287,1,0,2012-10-10,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,1,0,SA,46,1,1,Single,31,0.032258064516129,0.064516129032258,0.2580645161290322,0.1290322580645161,0.0967741935483871,0.4193548387096774,6,5.166666666666667,0.3333333333333333,0.1666666666666666,3.5,0,4100,0,0.007560975609756,1,0.2,1,3,Budget-Conscious Parents
1979,Graduation,15287,1,0,2012-10-10,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,1,0,SP,46,1,1,Single,31,0.032258064516129,0.064516129032258,0.2580645161290322,0.1290322580645161,0.0967741935483871,0.4193548387096774,6,5.166666666666667,0.3333333333333333,0.1666666666666666,3.5,0,4100,0,0.007560975609756,1,0.2,1,3,Budget-Conscious Parents
1987,PhD,51563,0,0,2012-10-01,60,1166,0,48,0,0,36,1,4,4,10,8,0,1,1,0,0,0,0,SA,38,0,0,Partnered,1250,0.9328,0.0,0.0384,0.0,0.0,0.0288,19,65.78947368421052,0.0526315789473684,0.2105263157894736,1.6,0,4109,0,0.3042102701387199,2,0.4,1,2,Champions
1976,Master,81929,1,0,2012-09-29,60,1486,55,278,49,0,185,2,4,4,10,6,1,0,1,0,0,1,0,AUS,49,1,1,Partnered,2053,0.7238188017535314,0.0267900633219678,0.1354115927910375,0.0238675109595713,0.0,0.0901120311738918,20,102.65,0.1,0.2,1.2,0,4111,0,0.4993918754560934,2,0.4,1,2,Champions
1953,PhD,53593,1,1,2012-08-07,60,349,4,78,6,0,43,8,7,2,6,8,0,0,0,0,0,0,0,AUS,72,1,2,Partnered,480,0.7270833333333333,0.0083333333333333,0.1625,0.0125,0.0,0.0895833333333333,23,20.869565217391305,0.3478260869565217,0.3043478260869565,1.0,1,4164,0,0.1152737752161383,0,0.0,0,1,Newcomers
1973,Master,60432,0,1,2014-03-09,61,365,3,15,4,3,11,5,7,2,5,6,0,0,0,0,0,0,0,SA,52,1,1,Partnered,401,0.9102244389027432,0.0074812967581047,0.0374064837905236,0.0099750623441396,0.0074812967581047,0.027431421446384,19,21.105263157894736,0.2631578947368421,0.3684210526315789,0.75,1,3585,0,0.1118549511854951,0,0.0,0,1,Newcomers
1957,Master,66726,1,1,2014-01-12,61,349,7,35,0,0,47,3,8,2,4,7,0,1,0,0,0,0,0,SP,68,1,2,Partnered,438,0.7968036529680366,0.0159817351598173,0.0799086757990867,0.0,0.0,0.1073059360730593,17,25.764705882352946,0.1764705882352941,0.4705882352941176,0.7777777777777778,1,3641,0,0.1202966218071958,1,0.2,1,1,Newcomers
1959,Graduation,62450,0,1,2014-01-06,61,515,47,267,62,66,38,2,5,5,4,3,0,1,0,0,0,0,0,IND,66,1,1,Single,995,0.5175879396984925,0.0472361809045226,0.2683417085427135,0.0623115577889447,0.0663316582914572,0.0381909547738693,16,62.1875,0.125,0.3125,0.5,1,3647,0,0.27282698108034,1,0.2,1,1,Newcomers
1975,2n Cycle,49514,1,0,2013-12-17,61,88,39,78,58,13,93,2,6,1,4,7,0,0,0,0,0,0,0,IND,50,1,1,Single,369,0.2384823848238482,0.1056910569105691,0.2113821138211382,0.1571815718157181,0.035230352303523,0.2520325203252032,13,28.384615384615383,0.1538461538461538,0.4615384615384615,1.0,1,3667,0,0.1006272157076629,0,0.0,0,3,Budget-Conscious Parents
1972,PhD,43269,1,0,2013-09-16,61,10,1,7,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,GER,53,1,1,Partnered,19,0.5263157894736842,0.0526315789473684,0.3684210526315789,0.0,0.0,0.0526315789473684,4,4.75,0.25,0.25,4.0,0,3759,0,0.0050545357807927,0,0.0,0,3,Budget-Conscious Parents
1959,PhD,33762,2,1,2013-07-07,61,53,1,34,2,0,16,3,2,2,2,8,0,0,0,0,0,0,0,CA,66,1,3,Partnered,106,0.5,0.0094339622641509,0.320754716981132,0.0188679245283018,0.0,0.1509433962264151,9,11.77777777777778,0.3333333333333333,0.2222222222222222,2.6666666666666665,0,3830,0,0.0276762402088772,0,0.0,0,0,At-Risk Customers
1966,Graduation,60894,0,1,2013-06-28,61,606,7,155,10,0,54,5,10,3,8,7,0,0,0,0,0,0,0,SP,59,1,1,Partnered,832,0.7283653846153846,0.0084134615384615,0.1862980769230769,0.0120192307692307,0.0,0.0649038461538461,26,32.0,0.1923076923076923,0.3846153846153846,0.6363636363636364,1,3839,0,0.2167231049752539,0,0.0,0,1,Newcomers
1959,Graduation,87771,0,1,2013-05-22,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,1,0,SP,66,1,1,Partnered,1957,0.7623914154317833,0.0194174757281553,0.14665304036791,0.0255493101686254,0.029126213592233,0.0168625447112927,20,97.85,0.05,0.25,1.0,1,3876,0,0.5049019607843137,4,0.8,1,2,Champions
1959,Graduation,87771,0,1,2013-05-22,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,1,0,CA,66,1,1,Partnered,1957,0.7623914154317833,0.0194174757281553,0.14665304036791,0.0255493101686254,0.029126213592233,0.0168625447112927,20,97.85,0.05,0.25,1.0,1,3876,0,0.5049019607843137,4,0.8,1,2,Champions
1955,Graduation,50737,0,1,2013-05-11,61,78,0,11,0,0,10,1,2,0,4,6,0,1,0,0,0,0,0,SP,70,1,1,Partnered,99,0.7878787878787878,0.0,0.1111111111111111,0.0,0.0,0.101010101010101,7,14.142857142857142,0.1428571428571428,0.2857142857142857,2.0,0,3887,0,0.0254695137638281,1,0.2,1,3,Budget-Conscious Parents
1956,Graduation,26150,2,1,2013-03-11,61,5,1,13,3,5,1,1,1,0,3,7,0,0,0,0,0,0,0,SP,69,1,3,Single,28,0.1785714285714285,0.0357142857142857,0.4642857142857143,0.1071428571428571,0.1785714285714285,0.0357142857142857,5,5.6,0.2,0.2,3.5,0,3948,0,0.0070921985815602,0,0.0,0,0,At-Risk Customers
1951,Graduation,57304,0,1,2013-03-11,61,356,80,329,138,17,106,2,7,6,10,5,0,0,0,0,0,0,0,SP,74,1,1,Partnered,1026,0.3469785575048733,0.0779727095516569,0.3206627680311891,0.1345029239766081,0.016569200779727,0.1033138401559454,25,41.04,0.08,0.28,0.625,0,3948,0,0.2598784194528875,0,0.0,0,1,Newcomers
1951,Graduation,71107,0,1,2013-02-17,61,533,10,217,198,174,195,2,7,6,13,4,0,0,0,0,0,0,0,SP,74,1,1,Partnered,1327,0.4016578749058025,0.0075357950263752,0.1635267520723436,0.1492087415222306,0.1311228334589299,0.146948003014318,28,47.392857142857146,0.0714285714285714,0.25,0.5,0,3970,0,0.334256926952141,0,0.0,0,1,Newcomers
1975,Master,53253,1,1,2013-02-11,61,216,9,57,20,9,125,7,4,3,5,5,0,0,0,0,0,0,0,CA,50,1,2,Partnered,436,0.4954128440366973,0.0206422018348623,0.1307339449541284,0.0458715596330275,0.0206422018348623,0.286697247706422,19,22.94736842105263,0.3684210526315789,0.2105263157894736,1.0,0,3976,0,0.1096579476861167,0,0.0,0,0,At-Risk Customers
1958,Graduation,81320,0,0,2013-02-06,61,183,33,493,59,103,57,1,4,3,10,2,0,0,0,0,0,0,0,SA,67,0,0,Partnered,928,0.1971982758620689,0.0355603448275862,0.53125,0.0635775862068965,0.1109913793103448,0.0614224137931034,18,51.55555555555556,0.0555555555555555,0.2222222222222222,0.4,0,3981,0,0.233107259482542,0,0.0,0,2,Champions
1992,2n Cycle,87000,0,0,2012-12-15,61,196,25,607,67,17,49,1,4,6,7,2,0,0,0,0,0,0,0,AUS,33,0,0,Partnered,961,0.2039542143600416,0.0260145681581685,0.631633714880333,0.0697190426638917,0.0176899063475546,0.0509885535900104,18,53.388888888888886,0.0555555555555555,0.2222222222222222,0.4,0,4034,0,0.2382250867625185,0,0.0,0,2,Champions
1974,Graduation,40049,0,1,2012-11-29,61,91,65,52,10,44,28,3,3,2,6,5,0,0,0,0,0,0,0,IND,51,1,1,Partnered,290,0.3137931034482759,0.2241379310344827,0.1793103448275862,0.0344827586206896,0.1517241379310344,0.096551724137931,14,20.714285714285715,0.2142857142857142,0.2142857142857142,1.25,0,4050,0,0.0716049382716049,0,0.0,0,3,Budget-Conscious Parents
1970,Graduation,63684,0,1,2012-11-26,61,575,80,428,208,93,80,3,8,4,8,5,0,0,0,0,0,0,0,SP,55,1,1,Partnered,1464,0.3927595628415301,0.0546448087431694,0.2923497267759563,0.1420765027322404,0.0635245901639344,0.0546448087431694,23,63.65217391304348,0.1304347826086956,0.3478260869565217,0.5555555555555556,0,4053,0,0.3612139156180607,0,0.0,0,1,Newcomers
